,datetime,code,price,amount,cash,order_id,realorder_id,trade_id,account_cookie,commission,tax,message,frozen,direction,total_frozen
86,2019-11-08 14:00:00,RBL8,3402.0002441406,-96,1450427.5826270666,fd8089e2-bfa8-4547-bfed-2825337b2069,fd8089e2-bfa8-4547-bfed-2825337b2069,fd8089e2-bfa8-4547-bfed-2825337b2069,T01b2T_RBL8_15min,326.59202343749763,0,,293932.82109374786,-2,293932.82109374786
87,2019-11-12 10:15:00,RBL8,3389.0002441406,96,1756515.0596973773,02d6cabf-42b6-44cc-9ad8-57478d586775,02d6cabf-42b6-44cc-9ad8-57478d586775,02d6cabf-42b6-44cc-9ad8-57478d586775,T01b2T_RBL8_15min,325.34402343749764,0,,0.0,3,0.0
88,2019-11-12 14:00:00,RBL8,3438.0002441406,96,1459141.790580192,c9391bad-a3ec-4044-8f80-0de71c8ccf4e,c9391bad-a3ec-4044-8f80-0de71c8ccf4e,c9391bad-a3ec-4044-8f80-0de71c8ccf4e,T01b2T_RBL8_15min,330.04802343749765,0,,297043.2210937478,2,297043.2210937478
89,2019-11-26 21:15:00,RBL8,3602.0002441406,-96,1913279.2196505028,b9748489-8f52-411b-af15-10e243f67fac,b9748489-8f52-411b-af15-10e243f67fac,b9748489-8f52-411b-af15-10e243f67fac,T01b2T_RBL8_15min,345.7920234374976,0,,0.0,-3,0.0
90,2019-12-05 15:00:00,RBL8,3414.0002441406,-96,1617981.8545333173,e2f844e3-2ddf-4ad1-8762-2ff41374ead0,e2f844e3-2ddf-4ad1-8762-2ff41374ead0,e2f844e3-2ddf-4ad1-8762-2ff41374ead0,T01b2T_RBL8_15min,327.7440234374976,0,,294969.62109374785,-2,294969.62109374785
91,2019-12-06 22:45:00,RBL8,3448.0002441406,96,1879980.4676036278,cf693720-e1f6-4273-8cb0-6b6bc406a2cd,cf693720-e1f6-4273-8cb0-6b6bc406a2cd,cf693720-e1f6-4273-8cb0-6b6bc406a2cd,T01b2T_RBL8_15min,331.0080234374976,0,,0.0,3,0.0
92,2019-12-09 11:15:00,RBL8,3514.0002441406,93,1585531.8451463545,dd7dcfca-e582-4ef7-b84a-fd372115baf7,dd7dcfca-e582-4ef7-b84a-fd372115baf7,dd7dcfca-e582-4ef7-b84a-fd372115baf7,T01b2T_RBL8_15min,326.8020227050758,0,,294121.8204345682,2,294121.8204345682
93,2019-12-13 10:45:00,RBL8,3509.0002441406,-93,1874677.3285582177,8f286070-211f-4e3c-b793-3ca1c6b74f66,8f286070-211f-4e3c-b793-3ca1c6b74f66,8f286070-211f-4e3c-b793-3ca1c6b74f66,T01b2T_RBL8_15min,326.3370227050758,0,,0.0,-3,0.0
94,2019-12-17 10:00:00,RBL8,3462.0002441406,-95,1578347.417661003,7896f1f8-4d80-4fec-9014-d53ab4adbb25,7896f1f8-4d80-4fec-9014-d53ab4adbb25,7896f1f8-4d80-4fec-9014-d53ab4adbb25,T01b2T_RBL8_15min,328.890023193357,0,,296001.0208740213,-2,296001.0208740213
95,2019-12-18 10:00:00,RBL8,3496.0002441406,95,1841716.318511831,fbef36bc-6605-4ecb-bb37-ea033c674aec,fbef36bc-6605-4ecb-bb37-ea033c674aec,fbef36bc-6605-4ecb-bb37-ea033c674aec,T01b2T_RBL8_15min,332.12002319335704,0,,0.0,3,0.0
